Crop,Season,Agro_Zone,Zone_Group,mean_temp,rain_avg,Sand_pct,Silt_pct,Clay_pct,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,Humidity_pct,pH
Sugarcane,Kharif,9,plains,29.44,104.02,37.89,22.08,40.03,clayey,231.0,95.3,87.2,62.7,7.26
Sugarcane,Kharif,2,humid,34.07,114.48,17.05,36.15,46.8,clayey,159.6,66.0,59.7,74.8,6.48
Rice,Kharif,2,humid,35.76,155.29,10.59,35.23,54.18,clayey,135.1,47.7,59.4,95.5,6.4
Maize,Rabi,7,plains,26.69,111.68,32.32,38.31,29.37,loamy,82.9,38.2,38.6,56.7,7.38
Maize,Kharif,5,arid,29.36,84.53,59.82,28.12,12.06,sandy,80.5,30.5,32.6,47.1,5.56
Sugarcane,Kharif,9,plains,26.29,98.92,28.5,20.97,50.53,clayey,159.3,58.5,61.4,83.6,6.31
Maize,Kharif,8,plains,23.48,92.77,22.99,39.15,37.86,clayey,90.7,33.1,36.6,70.3,5.84
Rice,Kharif,11,humid,28.41,189.05,30.18,30.86,38.96,clayey,87.2,34.3,32.8,82.8,5.29
Rice,Kharif,6,plains,27.17,125.33,17.86,27.88,54.26,clayey,84.4,26.0,35.4,84.9,5.13
Sugarcane,Kharif,12,arid,26.8,80.49,36.61,32.27,31.12,loamy,208.1,97.2,92.4,73.6,7.12
Sugarcane,Kharif,9,plains,26.72,83.11,32.55,25.43,42.02,clayey,215.7,85.8,92.4,82.4,6.06
Wheat,Rabi,13,arid,22.16,49.2,76.44,18.6,4.96,sandy,93.4,43.9,45.8,41.9,7.15
Rice,Kharif,1,humid,26.1,165.9,30.71,29.76,39.53,clayey,94.5,33.2,29.8,81.9,6.13
Maize,Kharif,0,plains,20.91,52.94,52.75,32.19,15.06,sandy,148.9,56.0,50.2,56.7,7.0
Maize,Kharif,6,plains,24.47,92.73,46.44,28.45,25.11,sandy,146.6,52.5,50.3,68.6,5.83
Rice,Kharif,6,plains,32.13,128.12,18.19,24.69,57.12,clayey,121.3,44.8,45.4,87.4,5.91
Sugarcane,Kharif,4,plains,27.37,104.99,31.33,40.62,28.05,loamy,152.9,64.2,67.2,63.5,7.46
Maize,Kharif,8,plains,25.37,56.45,26.06,24.05,49.89,clayey,127.4,53.5,57.2,65.7,6.77
Rice,Kharif,2,humid,33.77,163.06,8.38,33.24,58.38,clayey,84.1,28.3,29.8,82.4,5.92
Rice,Kharif,11,humid,24.07,141.21,36.56,20.55,42.89,clayey,93.6,31.5,28.0,90.4,5.2
Wheat,Rabi,3,plains,23.05,70.0,41.34,41.65,17.01,loamy,110.7,37.4,38.6,67.4,6.95
Sugarcane,Kharif,11,humid,27.53,149.12,34.5,32.41,33.09,loamy,165.1,83.0,73.0,73.3,6.77
Rice,Kharif,14,humid,28.51,165.35,35.98,27.25,36.77,clayey,145.1,51.7,52.4,81.4,4.79
Sugarcane,Kharif,4,plains,31.12,88.27,28.19,35.25,36.56,clayey,147.8,57.4,68.8,77.4,6.27
Maize,Rabi,7,plains,29.14,92.74,28.17,28.26,43.57,clayey,94.1,31.8,33.7,68.8,7.37
Maize,Kharif,4,plains,23.06,80.8,42.95,33.08,23.97,loamy,136.2,57.1,55.1,55.2,6.26
Maize,Rabi,5,arid,30.73,53.48,45.7,29.35,24.95,sandy,107.8,47.9,44.6,69.2,5.76
Sugarcane,Kharif,12,arid,23.69,80.52,29.47,32.6,37.93,clayey,121.7,65.0,64.5,77.0,7.05
Wheat,Rabi,13,arid,22.75,25.97,73.3,17.71,8.99,sandy,70.1,28.0,30.7,51.5,6.5
Maize,Kharif,0,plains,18.56,58.76,59.63,27.58,12.79,sandy,107.6,48.9,47.1,67.3,5.63
Rice,Kharif,3,plains,31.29,120.54,14.34,38.93,46.73,clayey,138.2,51.1,52.2,87.0,6.28
Sugarcane,Kharif,12,arid,31.69,89.84,27.59,35.97,36.44,clayey,172.1,73.9,76.5,61.1,6.97
Sugarcane,Kharif,5,arid,30.91,86.89,40.77,23.18,36.05,clayey,240.5,88.8,96.6,71.7,6.67
Wheat,Rabi,7,plains,20.41,61.26,42.44,24.24,33.32,loamy,137.9,55.4,56.3,67.4,7.01
Maize,Rabi,9,plains,26.17,97.35,42.62,30.74,26.64,loamy,109.8,42.7,41.7,56.3,6.18
Rice,Kharif,10,humid,24.61,142.05,23.57,29.79,46.64,clayey,136.6,51.1,49.7,87.4,4.79
Rice,Kharif,6,plains,24.37,101.33,13.79,29.23,56.98,clayey,82.3,29.3,36.1,72.3,6.26
Wheat,Rabi,3,plains,20.34,70.0,42.45,43.62,13.93,loamy,116.4,42.8,44.9,39.4,6.33
Maize,Kharif,9,plains,25.52,70.41,34.75,30.08,35.17,clayey,89.3,31.9,32.7,61.2,6.34
Maize,Kharif,7,plains,29.14,119.28,27.72,24.12,48.16,clayey,150.0,51.9,50.5,50.2,6.37
Maize,Kharif,9,plains,22.52,116.92,44.66,26.31,29.03,loamy,119.2,49.7,42.5,69.2,7.25
Sugarcane,Kharif,2,humid,27.4,152.39,23.12,33.19,43.69,clayey,239.0,88.8,88.6,85.5,7.05
Maize,Kharif,0,plains,18.07,51.34,57.45,29.5,13.05,sandy,89.4,34.9,30.4,64.5,6.1
Wheat,Rabi,3,plains,19.71,70.0,37.85,34.64,27.51,loamy,109.3,44.5,44.1,58.6,6.5
Sugarcane,Kharif,4,plains,33.48,115.47,40.15,29.59,30.26,loamy,171.5,71.6,81.2,64.2,6.71
Sugarcane,Kharif,2,humid,35.97,123.7,22.8,29.71,47.49,clayey,158.6,58.2,64.3,85.8,7.05
Wheat,Rabi,5,arid,15.36,66.81,57.82,28.87,13.31,sandy,100.0,47.8,42.9,35.2,7.36
Maize,Kharif,0,plains,19.51,79.91,50.82,35.95,13.23,sandy,140.2,58.3,52.0,77.4,7.01
Rice,Kharif,6,plains,31.86,142.25,21.33,29.0,49.67,clayey,144.2,48.6,55.8,81.1,4.6
Wheat,Rabi,13,arid,23.36,26.04,76.97,16.99,6.04,sandy,148.7,57.0,52.5,35.5,7.07
Rice,Kharif,6,plains,31.02,126.4,18.96,28.48,52.56,clayey,93.9,32.2,26.3,76.6,4.72
Sugarcane,Kharif,3,plains,31.16,98.53,28.84,35.97,35.19,clayey,150.3,63.0,62.0,67.9,6.09
Wheat,Rabi,4,plains,18.52,59.14,57.28,26.47,16.25,sandy,114.5,47.8,40.6,67.4,6.79
Maize,Kharif,6,plains,22.53,100.74,35.89,30.54,33.57,loamy,126.8,49.1,49.3,66.2,6.01
Sugarcane,Kharif,12,arid,32.07,87.16,36.63,30.16,33.21,loamy,123.2,55.7,57.4,56.1,7.12
Rice,Kharif,1,humid,24.18,131.93,27.86,37.56,34.58,loamy,117.3,41.7,41.5,85.4,4.61
Rice,Kharif,14,humid,24.88,147.27,37.86,22.92,39.22,clayey,129.0,46.1,50.7,82.1,4.53
Sugarcane,Kharif,11,humid,27.04,129.32,37.87,28.53,33.6,loamy,163.9,84.1,80.3,75.4,6.58
Wheat,Rabi,4,plains,16.12,60.69,48.51,35.37,16.12,sandy,102.1,42.9,43.6,48.1,6.03
Maize,Kharif,6,plains,29.33,86.08,42.01,25.49,32.5,loamy,139.0,58.3,55.8,55.2,5.7
Wheat,Rabi,8,plains,22.15,57.65,35.4,27.18,37.42,clayey,81.9,27.6,32.4,49.0,6.27
Sugarcane,Kharif,10,humid,25.8,132.12,29.13,28.3,42.57,clayey,225.4,88.4,86.4,82.6,7.02
Sugarcane,Kharif,5,arid,28.1,82.74,35.2,35.27,29.53,loamy,192.9,77.4,81.7,69.7,6.21
Wheat,Rabi,12,arid,20.06,62.14,44.18,34.58,21.24,loamy,109.9,45.7,46.6,58.0,7.11
Maize,Rabi,9,plains,28.69,116.54,43.49,29.28,27.23,loamy,90.4,33.8,34.3,74.7,5.58
Wheat,Rabi,12,arid,21.04,61.7,51.99,37.71,10.3,sandy,145.6,54.2,54.0,47.9,6.12
Wheat,Rabi,8,plains,22.44,69.57,34.33,24.79,40.88,clayey,112.7,39.8,43.0,60.4,6.84
Maize,Kharif,9,plains,22.78,82.42,38.16,23.26,38.58,clayey,82.5,30.8,30.0,70.7,6.84
Sugarcane,Kharif,5,arid,26.84,81.46,33.39,35.22,31.39,loamy,236.3,90.6,87.3,69.5,6.58
Maize,Kharif,9,plains,28.92,99.78,33.99,32.29,33.72,loamy,143.8,52.4,51.1,65.8,5.69
Rice,Kharif,11,humid,26.05,165.0,24.17,31.89,43.94,clayey,124.1,40.3,42.7,91.5,6.24
Sugarcane,Kharif,12,arid,37.79,80.45,31.02,33.45,35.53,clayey,226.7,89.2,90.4,58.8,6.64
Rice,Kharif,3,plains,33.49,128.32,21.79,34.28,43.93,clayey,126.9,41.2,41.7,88.4,5.0
Wheat,Rabi,4,plains,16.1,56.28,48.46,37.22,14.32,sandy,117.0,46.3,40.6,44.2,6.04
Wheat,Rabi,13,arid,23.93,38.74,72.21,21.4,6.39,sandy,92.9,44.2,39.1,62.0,6.65
Maize,Kharif,4,plains,31.02,99.67,53.98,30.78,15.24,sandy,108.0,45.1,41.2,59.6,5.9
Maize,Kharif,5,arid,20.43,60.34,58.1,26.46,15.44,sandy,123.0,40.6,49.5,57.3,6.2
Sugarcane,Kharif,12,arid,22.52,86.19,36.01,23.94,40.05,clayey,159.1,67.1,59.5,56.4,6.92
Maize,Kharif,4,plains,20.21,71.4,49.01,36.99,14.0,sandy,130.4,54.3,50.8,54.7,7.41
Rice,Kharif,2,humid,34.49,127.43,16.64,34.74,48.62,clayey,94.1,27.4,29.5,91.4,4.55
Wheat,Rabi,4,plains,21.38,65.23,55.7,27.95,16.35,sandy,80.6,33.1,33.7,47.5,6.2
Rice,Kharif,6,plains,29.76,144.62,18.13,33.63,48.24,clayey,143.8,51.9,50.9,73.8,5.16
Sugarcane,Kharif,11,humid,23.45,146.82,35.73,26.4,37.87,clayey,189.1,78.2,73.6,69.4,6.92
Rice,Kharif,11,humid,32.15,152.42,28.86,31.81,39.33,clayey,83.5,34.2,30.3,87.2,6.37
Sugarcane,Kharif,11,humid,27.01,151.95,34.18,23.72,42.1,clayey,224.6,89.2,86.6,77.7,7.34
Wheat,Rabi,5,arid,18.2,40.29,60.63,32.02,7.35,sandy,97.3,44.9,40.9,58.7,7.1
Wheat,Rabi,13,arid,23.2,34.63,79.04,16.21,4.75,sandy,74.1,25.1,25.3,58.6,7.43
Maize,Kharif,0,plains,19.16,61.11,58.22,31.36,10.42,sandy,143.4,57.1,59.7,70.0,7.29
Maize,Kharif,5,arid,28.88,62.24,46.87,30.11,23.02,sandy,129.8,59.7,55.6,54.9,6.4
Maize,Kharif,7,plains,21.27,99.89,40.08,22.01,37.91,clayey,80.5,34.8,35.0,58.6,5.9
Sugarcane,Kharif,10,humid,28.35,113.01,27.21,34.67,38.12,clayey,197.9,76.5,71.9,84.3,7.32
Rice,Kharif,11,humid,33.25,143.68,28.07,29.25,42.68,clayey,119.7,38.0,37.2,96.2,6.46
Sugarcane,Kharif,2,humid,27.96,160.56,28.6,30.75,40.65,clayey,198.2,74.1,82.6,75.7,6.8
Rice,Kharif,1,humid,25.68,175.3,24.95,39.6,35.45,clayey,123.8,40.1,41.3,90.7,5.73
Wheat,Rabi,3,plains,21.59,70.0,47.73,30.07,22.2,sandy,88.7,34.9,26.4,48.9,7.1
Wheat,Rabi,8,plains,23.01,68.64,32.51,27.78,39.71,clayey,106.5,39.0,44.7,47.6,6.89
Rice,Kharif,2,humid,31.15,154.78,5.53,38.89,55.58,clayey,144.0,48.2,58.0,79.6,6.07
Wheat,Rabi,13,arid,23.25,28.28,70.79,23.0,6.21,sandy,93.3,38.0,44.7,34.0,7.38
Sugarcane,Kharif,11,humid,29.78,162.1,43.76,22.28,33.96,loamy,161.2,62.0,58.8,74.5,6.88
Maize,Kharif,9,plains,26.77,89.68,39.62,29.6,30.78,loamy,106.2,44.5,48.2,64.7,6.58
Maize,Kharif,9,plains,30.31,81.33,36.67,32.09,31.24,loamy,133.5,59.1,57.5,58.4,7.18
Sugarcane,Kharif,3,plains,27.03,133.92,27.64,33.86,38.5,clayey,184.7,83.0,77.9,64.4,6.44
Sugarcane,Kharif,11,humid,33.91,149.45,41.54,24.48,33.98,loamy,137.4,63.1,69.0,76.6,6.14
Rice,Kharif,6,plains,32.61,111.82,21.86,29.4,48.74,clayey,149.1,53.5,58.4,76.9,5.97
Wheat,Rabi,3,plains,20.66,70.0,47.11,35.67,17.22,sandy,76.5,25.3,35.5,53.9,6.81
Wheat,Rabi,7,plains,20.73,63.46,46.19,25.4,28.41,sandy,91.0,38.6,39.9,64.9,6.71
Maize,Kharif,5,arid,26.48,66.82,54.59,30.67,14.74,sandy,104.8,47.2,47.1,48.2,6.06
Sugarcane,Kharif,10,humid,30.83,127.56,37.59,29.22,33.19,loamy,231.8,96.1,86.3,81.7,6.12
Maize,Kharif,4,plains,30.92,107.33,39.0,35.68,25.32,loamy,113.1,49.8,40.5,56.9,6.01
Wheat,Rabi,7,plains,23.09,60.27,42.92,27.49,29.59,loamy,92.9,44.4,46.3,40.0,6.7
Maize,Rabi,4,plains,18.12,67.37,49.45,31.29,19.26,sandy,112.4,43.1,42.5,78.2,6.54
Rice,Kharif,10,humid,31.62,174.89,24.63,37.32,38.05,clayey,104.7,37.6,47.4,96.8,4.85
Maize,Kharif,4,plains,30.94,98.58,51.87,36.09,12.04,sandy,147.8,54.9,54.7,77.9,6.3
Maize,Kharif,0,plains,20.58,73.99,51.02,36.94,12.04,sandy,114.1,44.8,45.6,60.5,6.39
Rice,Kharif,2,humid,23.2,125.02,10.41,35.56,54.03,clayey,109.6,39.0,45.8,89.4,4.78
Rice,Kharif,1,humid,25.21,138.2,33.48,24.76,41.76,clayey,103.1,41.0,47.4,83.5,5.06
Rice,Kharif,6,plains,31.23,139.2,22.23,27.95,49.82,clayey,145.1,52.3,51.6,79.5,5.94
Wheat,Rabi,5,arid,21.61,50.63,52.67,33.55,13.78,sandy,76.2,27.1,30.3,61.5,7.44
Rice,Kharif,3,plains,30.4,139.44,22.7,38.0,39.3,clayey,128.7,46.8,49.1,86.7,6.22
Maize,Rabi,9,plains,24.54,89.63,43.51,28.37,28.12,loamy,110.1,46.0,40.2,68.6,5.63
Sugarcane,Kharif,12,arid,32.92,84.41,39.52,25.82,34.66,loamy,191.6,74.8,70.5,74.9,7.29
Maize,Kharif,9,plains,22.89,77.48,39.75,28.99,31.26,loamy,129.6,58.3,57.1,61.2,7.05
Wheat,Rabi,7,plains,20.5,61.33,47.01,24.95,28.04,sandy,142.0,50.3,51.2,42.3,7.41
Rice,Kharif,11,humid,30.77,184.4,25.6,29.45,44.95,clayey,144.0,46.0,56.2,82.7,5.24
Maize,Rabi,4,plains,21.13,100.86,41.93,44.81,13.26,loamy,131.5,52.5,54.2,55.7,6.61
Maize,Kharif,4,plains,31.74,77.75,40.27,29.07,30.66,loamy,101.4,31.6,34.0,57.8,6.59
Maize,Kharif,4,plains,22.64,118.52,47.77,36.36,15.87,sandy,102.1,34.0,38.7,75.9,6.15
Sugarcane,Kharif,9,plains,27.84,101.61,33.46,19.48,47.06,clayey,211.8,94.6,95.1,73.8,7.25
Maize,Kharif,4,plains,21.54,57.63,37.36,39.71,22.93,loamy,123.9,40.8,46.9,62.1,7.37
Sugarcane,Kharif,9,plains,27.77,112.99,31.68,22.0,46.32,clayey,217.9,98.7,91.1,84.0,6.15
Maize,Kharif,6,plains,25.96,96.73,42.88,29.54,27.58,loamy,126.1,42.1,47.2,73.4,6.97
Rice,Kharif,11,humid,24.95,150.01,29.52,28.27,42.21,clayey,134.6,51.1,55.1,79.7,5.63
Rice,Kharif,2,humid,33.71,108.25,6.46,40.58,52.96,clayey,136.2,52.9,59.6,96.8,6.09
Rice,Kharif,3,plains,23.16,135.83,8.62,38.16,53.22,clayey,122.1,38.3,44.9,72.7,4.98
Wheat,Rabi,12,arid,22.5,51.21,47.52,36.02,16.46,sandy,118.5,39.2,45.2,34.5,6.94
Wheat,Rabi,4,plains,17.34,69.87,52.49,33.31,14.2,sandy,96.8,38.7,39.2,45.0,7.41
Rice,Kharif,14,humid,31.77,155.88,43.73,23.3,32.97,loamy,83.0,27.9,34.0,83.1,5.44
Wheat,Rabi,7,plains,22.92,65.72,40.7,28.74,30.56,loamy,81.7,33.1,31.8,51.0,6.19
Wheat,Rabi,8,plains,22.23,51.74,38.87,30.57,30.56,loamy,78.2,30.0,31.7,59.6,6.63
Maize,Rabi,0,plains,20.62,53.2,52.83,34.25,12.92,sandy,100.1,34.4,39.7,57.3,7.05
Sugarcane,Kharif,4,plains,29.71,96.59,26.03,29.77,44.2,clayey,249.5,89.4,87.3,82.6,6.54
Maize,Kharif,4,plains,26.0,84.58,36.44,38.22,25.34,loamy,128.8,55.2,52.3,54.5,6.4
Maize,Rabi,6,plains,21.9,82.08,38.19,24.25,37.56,clayey,140.4,50.8,50.6,57.2,6.87
Rice,Kharif,11,humid,32.6,177.02,33.75,25.77,40.48,clayey,106.7,37.6,41.6,81.9,4.9
Wheat,Rabi,3,plains,19.64,70.0,49.68,34.88,15.44,sandy,147.0,58.5,55.4,57.5,7.24
Maize,Kharif,8,plains,22.94,87.71,32.18,32.43,35.39,clayey,122.6,44.9,48.5,50.6,6.0
Maize,Kharif,7,plains,23.41,95.48,36.0,28.65,35.35,clayey,99.7,32.2,31.8,66.4,6.61
Sugarcane,Kharif,4,plains,31.29,101.83,30.3,32.09,37.61,clayey,198.7,79.4,80.5,70.8,7.44
Wheat,Rabi,3,plains,19.27,70.0,42.1,33.98,23.92,loamy,107.2,48.3,41.5,43.0,6.37
Wheat,Rabi,13,arid,23.79,39.4,73.7,17.57,8.73,sandy,84.4,33.3,31.2,60.5,6.01
Rice,Kharif,2,humid,27.77,143.38,5.58,32.97,61.45,clayey,143.4,54.2,56.6,80.1,5.99
Sugarcane,Kharif,5,arid,33.27,86.53,31.34,29.96,38.7,clayey,147.5,66.5,61.0,65.9,6.98
Sugarcane,Kharif,3,plains,32.7,136.81,24.19,37.34,38.47,clayey,205.6,84.5,73.3,62.7,6.95
Maize,Kharif,9,plains,22.69,68.84,49.73,27.28,22.99,sandy,94.2,30.5,36.1,70.8,7.29
Rice,Kharif,1,humid,28.2,152.27,22.56,35.32,42.12,clayey,91.9,26.7,32.7,85.2,4.84
Wheat,Rabi,13,arid,23.75,37.34,74.21,19.5,6.29,sandy,102.6,41.4,47.4,54.1,7.49
Maize,Kharif,9,plains,29.65,70.07,39.58,32.73,27.69,loamy,95.9,34.7,34.5,62.6,6.47
Rice,Kharif,14,humid,30.98,137.09,41.02,25.66,33.32,loamy,133.0,50.9,56.7,86.5,6.35
Rice,Kharif,11,humid,31.38,157.62,27.45,26.21,46.34,clayey,128.6,54.5,51.0,94.7,4.57
Rice,Kharif,6,plains,28.36,131.53,18.56,27.72,53.72,clayey,89.8,30.7,35.4,73.8,5.48
Sugarcane,Kharif,11,humid,24.46,131.18,43.26,24.97,31.77,loamy,183.7,83.4,77.0,75.4,6.32
Rice,Kharif,6,plains,28.28,140.78,22.64,20.28,57.08,clayey,141.9,46.7,48.8,73.4,6.13
Rice,Kharif,6,plains,25.5,137.2,19.52,32.38,48.1,clayey,138.2,48.6,59.0,93.1,5.35
Maize,Rabi,0,plains,20.94,84.39,56.92,29.1,13.98,sandy,101.1,35.7,37.3,78.2,5.9
Maize,Rabi,4,plains,20.62,114.11,42.26,37.75,19.99,loamy,99.1,30.2,32.4,65.6,7.08
Rice,Kharif,14,humid,27.68,140.84,40.52,25.54,33.94,loamy,126.8,39.8,45.5,77.7,5.68
Wheat,Rabi,3,plains,20.28,70.0,42.06,38.54,19.4,loamy,132.1,55.2,54.6,53.6,6.72
Rice,Kharif,2,humid,35.7,119.39,12.91,29.26,57.83,clayey,140.8,52.3,57.3,90.9,6.18
Sugarcane,Kharif,5,arid,23.92,80.65,37.15,34.89,27.96,loamy,237.4,86.2,96.4,76.8,7.1
Maize,Rabi,8,plains,25.52,53.14,24.73,29.95,45.32,clayey,87.0,35.1,36.1,68.7,5.88
Rice,Kharif,11,humid,28.95,167.41,26.76,24.63,48.61,clayey,94.8,28.0,26.5,91.8,6.41
Sugarcane,Kharif,11,humid,28.11,154.03,35.81,28.85,35.34,clayey,215.4,85.9,98.6,79.2,7.2
Wheat,Rabi,3,plains,22.29,70.0,47.74,38.08,14.18,sandy,64.6,30.2,31.1,52.1,6.81
Maize,Kharif,6,plains,30.06,117.98,46.25,24.21,29.54,sandy,88.5,35.5,36.6,76.1,6.47
Sugarcane,Kharif,10,humid,24.69,127.83,32.0,29.57,38.43,clayey,167.7,74.7,72.5,76.7,6.39
Sugarcane,Kharif,12,arid,28.22,83.43,39.99,31.76,28.25,loamy,232.5,98.4,95.5,55.5,6.54
Rice,Kharif,14,humid,24.76,147.3,33.65,25.32,41.03,clayey,149.0,52.4,56.1,85.5,5.65
Rice,Kharif,10,humid,27.45,131.22,21.42,29.2,49.38,clayey,83.6,31.2,25.3,95.7,6.13
Wheat,Rabi,7,plains,22.29,66.32,34.18,30.56,35.26,clayey,143.8,57.6,49.5,51.5,6.44
Wheat,Rabi,8,plains,23.19,61.51,36.24,30.28,33.48,loamy,82.0,25.3,29.1,42.8,6.71
Wheat,Rabi,3,plains,22.46,70.0,41.28,33.21,25.51,loamy,96.8,47.8,37.1,54.4,7.47
Maize,Kharif,0,plains,18.67,81.65,47.03,33.32,19.65,sandy,104.1,40.7,48.9,69.5,6.64
Rice,Kharif,6,plains,25.13,117.29,27.69,17.64,54.67,clayey,100.6,30.3,31.3,80.2,4.52
Sugarcane,Kharif,3,plains,22.14,120.41,19.37,35.16,45.47,clayey,123.2,59.2,58.6,70.6,6.77
Sugarcane,Kharif,10,humid,30.99,152.51,32.74,32.43,34.83,loamy,243.5,95.1,96.0,83.0,7.05
Rice,Kharif,10,humid,28.21,132.84,14.45,35.08,50.47,clayey,80.2,31.2,28.7,81.9,4.77
Maize,Kharif,7,plains,23.35,70.82,23.61,35.8,40.59,clayey,97.3,37.9,39.6,66.6,5.93
Wheat,Rabi,3,plains,23.58,70.0,43.63,36.65,19.72,loamy,134.6,53.5,59.3,39.7,7.28
Maize,Kharif,9,plains,23.31,95.49,39.39,38.02,22.59,loamy,123.5,46.6,44.3,69.0,5.61
Sugarcane,Kharif,12,arid,27.67,82.51,32.06,28.0,39.94,clayey,247.1,99.5,87.0,77.9,7.28
Wheat,Rabi,7,plains,20.75,60.2,35.68,35.13,29.19,loamy,86.1,32.0,27.9,49.7,6.29
Wheat,Rabi,8,plains,22.77,59.18,26.69,33.43,39.88,clayey,75.8,25.4,30.5,47.1,7.4
Sugarcane,Kharif,3,plains,27.08,114.38,18.8,33.52,47.68,clayey,234.0,98.2,94.5,84.9,7.29
Maize,Rabi,9,plains,23.0,75.46,38.84,28.31,32.85,loamy,106.9,48.7,44.5,72.6,5.69
Rice,Kharif,6,plains,33.77,125.09,16.78,28.63,54.59,clayey,105.2,39.2,46.7,82.5,6.01
Maize,Rabi,7,plains,25.62,119.07,29.23,29.11,41.66,clayey,81.6,32.5,31.9,66.7,6.82
Rice,Kharif,2,humid,29.81,101.96,9.62,30.93,59.45,clayey,81.5,34.0,29.8,93.6,4.52
Sugarcane,Kharif,2,humid,25.39,140.43,23.91,32.62,43.47,clayey,217.2,88.1,85.2,87.1,7.37
Rice,Kharif,11,humid,33.45,187.08,21.85,38.46,39.69,clayey,91.6,33.4,25.2,79.1,4.53
Sugarcane,Kharif,11,humid,22.14,144.06,39.76,22.84,37.4,clayey,167.6,84.4,71.5,82.4,6.11
Sugarcane,Kharif,11,humid,30.18,163.77,37.87,25.85,36.28,clayey,124.8,69.4,63.5,85.6,6.68
Rice,Kharif,14,humid,26.59,158.09,33.24,32.39,34.37,loamy,132.9,47.5,53.7,88.6,5.21
Wheat,Rabi,13,arid,23.73,45.32,66.61,21.69,11.7,sandy,145.5,51.3,53.7,63.0,7.49
Wheat,Rabi,7,plains,22.41,65.24,39.89,24.13,35.98,clayey,113.6,46.0,43.7,45.6,6.71
Sugarcane,Kharif,3,plains,29.8,111.59,22.13,31.53,46.34,clayey,178.2,70.1,73.7,72.9,7.31
Wheat,Rabi,7,plains,23.67,66.35,40.07,27.21,32.72,loamy,102.8,45.3,46.4,56.9,6.6
Rice,Kharif,10,humid,27.17,117.63,20.34,36.99,42.67,clayey,115.8,43.7,44.8,87.8,4.7
Rice,Kharif,11,humid,23.24,126.42,29.7,30.01,40.29,clayey,121.4,42.6,43.6,91.3,6.26
Wheat,Rabi,7,plains,22.55,65.26,37.74,26.85,35.41,clayey,123.9,59.0,56.8,51.9,6.35
Maize,Kharif,5,arid,23.35,69.46,56.85,26.78,16.37,sandy,120.0,40.1,45.7,59.0,5.75
Sugarcane,Kharif,10,humid,27.73,134.04,32.66,30.82,36.52,clayey,204.1,74.0,81.2,66.6,7.31
Maize,Kharif,7,plains,22.02,87.36,27.55,32.21,40.24,clayey,131.9,50.5,53.1,74.4,6.26
Sugarcane,Kharif,2,humid,30.12,123.07,16.81,40.31,42.88,clayey,199.3,80.9,82.9,78.2,7.0
Wheat,Rabi,3,plains,18.62,70.0,41.15,34.32,24.53,loamy,118.5,37.4,42.9,38.6,6.72
Maize,Rabi,0,plains,21.16,74.07,54.05,31.27,14.68,sandy,93.5,32.8,30.8,67.2,6.42
Maize,Rabi,4,plains,29.48,112.19,48.77,30.04,21.19,sandy,90.6,39.0,38.9,75.7,6.25
Maize,Kharif,5,arid,27.27,72.59,47.91,35.04,17.05,sandy,121.6,42.4,46.8,60.9,6.87
Rice,Kharif,1,humid,23.66,165.54,21.05,37.51,41.44,clayey,111.5,45.1,47.1,83.8,6.45
Sugarcane,Kharif,5,arid,33.81,85.78,42.85,25.78,31.37,loamy,220.0,85.2,90.8,77.3,6.73
Maize,Kharif,4,plains,27.65,117.93,39.7,40.46,19.84,loamy,105.8,44.6,47.0,74.0,5.77
Wheat,Rabi,13,arid,22.61,46.92,66.76,21.86,11.38,sandy,107.8,41.2,41.5,62.9,6.55
Maize,Kharif,4,plains,25.88,73.1,39.64,42.42,17.94,loamy,143.4,55.7,59.8,52.9,5.83
Sugarcane,Kharif,9,plains,32.29,108.69,27.08,29.55,43.37,clayey,179.7,80.8,83.4,66.6,7.0
Sugarcane,Kharif,4,plains,28.6,111.45,23.96,36.35,39.69,clayey,177.3,79.2,70.6,67.1,6.28
Rice,Kharif,11,humid,31.86,121.37,33.33,25.5,41.17,clayey,82.6,33.5,34.7,94.4,4.79
Rice,Kharif,14,humid,24.03,135.9,42.89,22.95,34.16,loamy,132.2,48.5,54.2,85.5,6.2
Rice,Kharif,2,humid,24.33,132.37,5.64,43.55,50.81,clayey,142.4,53.4,53.1,78.3,6.14
Sugarcane,Kharif,2,humid,34.14,107.15,13.0,39.58,47.42,clayey,175.7,82.3,74.3,73.9,6.96
Rice,Kharif,11,humid,24.02,130.07,37.29,24.04,38.67,clayey,118.4,36.9,37.7,79.2,5.35
Rice,Kharif,3,plains,30.56,114.39,10.4,36.89,52.71,clayey,99.3,26.6,28.2,81.3,6.44
Maize,Rabi,7,plains,29.06,72.87,27.91,28.28,43.81,clayey,97.7,33.7,35.6,79.3,5.6
Maize,Kharif,9,plains,30.77,91.65,44.51,29.04,26.45,loamy,85.0,33.3,39.5,60.0,5.92
Maize,Kharif,9,plains,29.66,86.47,33.27,30.05,36.68,clayey,87.2,34.6,36.7,71.5,6.27
Rice,Kharif,11,humid,27.4,188.8,25.78,35.67,38.55,clayey,104.3,41.0,40.6,88.3,5.51
Rice,Kharif,10,humid,27.27,159.59,16.29,33.35,50.36,clayey,106.1,36.2,38.3,78.7,4.6
